id,question,answer
1014,What does the following mean: 'Energy stored in an object because of the change of positions or the change of shape is known as potential energy.'?,Energy stored in an object because of the change of positions or the change of shape is known as potential energy.
1015,"What does the following mean: 'Now, it may be clear to you that the energy stored in water of a reservoir at a higher elevation and a wound spring is potential energy.'?","Now, it may be clear to you that the energy stored in water of a reservoir at a higher elevation and a wound spring is potential energy."
1016,"What does the following mean: 'When a spring is being unwound, potential energy stored in it is gradually converted to kinetic energy.'?","When a spring is being unwound, potential energy stored in it is gradually converted to kinetic energy."
1017,"What does the following mean: 'Thus, unwound spring does not contain potential energy.'?","Thus, unwound spring does not contain potential energy."
1018,"What does the following mean: 'Activity 7.5 Making a toy cart You will need :- An empty tin can or a thread bobbin, a rubber band, a strong metal wire of 20 cm long After winding Before winding Figure 7.7 Spiral spring Figure 7.8 Inside a clock, that works by potential energy stored in a spring'?","Activity 7.5 Making a toy cart You will need :- An empty tin can or a thread bobbin, a rubber band, a strong metal wire of 20 cm long After winding Before winding Figure 7.7 Spiral spring Figure 7.8 Inside a clock, that works by potential energy stored in a spring"
1019,"What does the following mean: 'Science | Forms of Energy and their uses 94Method :- ²Make two holes in the tin can, as shown in Figure 7.9, and send the rubber band through the holes.'?","Science | Forms of Energy and their uses 94Method :- ²Make two holes in the tin can, as shown in Figure 7.9, and send the rubber band through the holes."
1020,What does the following mean: '²Bend the metal wire and tie the rubber band to its ends.'?,²Bend the metal wire and tie the rubber band to its ends.
1021,"What does the following mean: '²Turn the wheel of the toy cart you made, to wind the rubber band.'?","²Turn the wheel of the toy cart you made, to wind the rubber band."
1022,What does the following mean: '²Now place the toy cart on a table and observe.'?,²Now place the toy cart on a table and observe.
1023,What does the following mean: 'Think of a way to construct your toy cart more creatively.'?,Think of a way to construct your toy cart more creatively.
1024,What does the following mean: '²How did the toy cart gained energy to move?'?,²How did the toy cart gained energy to move?
1025,"What does the following mean: 'Figure 7.9 Figure 7.9 1' Name five instances, where there is potential energy.Self-assesment 2 Potential energy and kinetic energy are commonly known as mechanical energy.'?","Figure 7.9 Figure 7.9 1' Name five instances, where there is potential energy.Self-assesment 2 Potential energy and kinetic energy are commonly known as mechanical energy."
1026,What does the following mean: '7.3 Electrical energy You may have learnt electricity as a useful energy form.'?,7.3 Electrical energy You may have learnt electricity as a useful energy form.
1027,What does the following mean: 'Let us do Activity 7.6 keeping what you have already learnt in mind.'?,Let us do Activity 7.6 keeping what you have already learnt in mind.
1028,"What does the following mean: 'Activity 7.6 ²List out instances where electricity is used, recalling the work done using electricity.'?","Activity 7.6 ²List out instances where electricity is used, recalling the work done using electricity."
1029,What does the following mean: '²Discuss the facts that your group listed out in the classroom.'?,²Discuss the facts that your group listed out in the classroom.
1030,What does the following mean: 'Check whether any of the points you noted down are illustrated in figures given below.'?,Check whether any of the points you noted down are illustrated in figures given below.
1031,What does the following mean: 'Science | Forms of Energy and their uses 95Figure 7.10 Rotating a motor Running a toy car Lighting a bulb Ironing clothes You will not hesitate to mention electricity as a form of energy used to do various types of work.'?,Science | Forms of Energy and their uses 95Figure 7.10 Rotating a motor Running a toy car Lighting a bulb Ironing clothes You will not hesitate to mention electricity as a form of energy used to do various types of work.
